"carnet"|"trunc"|"?column?"
"MU04011"|2|"2013-04-27 07:27:26.567808"
"LR04006"|3|"2011-06-25 02:20:40.29565"
"DA03005"|1|"2013-05-25 16:19:29.411225"
"CC79117"|1|"2009-05-19 16:48:07.050786"
"FR06015"|2|"2008-09-04 01:49:11.991257"
"SC04055"|1|"2011-07-01 09:20:12.208492"
"CG06084"|1|"2013-01-02 11:23:20.572353"
"CC12123"|3|"2008-12-20 17:44:34.437764"
"RM07084"|2|"2009-11-24 20:12:58.950687"
"MA08050"|3|"2013-11-09 23:18:39.201721"
"AM09006"|2|"2008-10-25 14:22:34.379494"
"PO02011"|1|"2008-09-14 17:44:26.729158"
"HG08022"|3|"2013-05-24 15:23:56.902747"
"AA09137"|1|"2007-10-09 17:17:22.852232"
"EL02003"|2|"2012-12-13 07:42:45.455095"
"MD08009"|1|"2008-07-02 04:02:52.370184"
"MV07030"|2|"2009-06-03 15:15:18.736158"
"LV01014"|1|"2009-07-04 14:42:13.064779"
"BS04013"|1|"2008-09-05 22:13:59.864697"
"AC05079"|3|"2006-10-09 19:33:25.837232"
"EG05004"|2|"2007-09-28 17:18:41.849669"
"ZD03006"|3|"2006-11-30 15:39:34.070191"
"CD10024"|2|"2010-07-24 10:23:48.245475"
"MM02177"|1|"2012-07-20 03:33:07.613822"
"DA07004"|2|"2007-10-28 13:11:28.800629"
"CL03008"|1|"2011-06-23 04:09:27.356351"
"HV05018"|2|"2007-05-11 16:15:15.680053"
"MP01020"|2|"2012-11-06 07:29:09.259717"
"CC08148"|2|"2009-12-28 11:31:27.512923"
"ML98043"|1|"2008-04-21 20:48:58.836715"
"ZR05004"|2|"2012-09-08 13:20:23.969272"
"VH98018"|2|"2011-12-22 13:29:30.578276"
"JE00001"|3|"2012-01-02 14:51:45.029548"
"TH02007"|3|"2011-10-24 19:24:01.032324"
"RL08012"|3|"2006-02-21 04:28:45.718967"
"GD07019"|1|"2009-08-11 22:27:25.454593"
"HL10014"|1|"2008-09-30 03:39:11.771322"
"JM05013"|2|"2007-10-24 07:31:55.713534"
"EG09014"|1|"2010-03-25 12:47:53.463017"
"AM05071"|3|"2010-11-06 00:22:50.630569"
"CB92021"|2|"2011-08-22 07:56:15.668162"
"RA05031"|2|"2008-12-20 04:44:56.189744"
"LH07004"|3|"2009-03-11 02:13:02.892529"
"CC03101"|2|"2010-04-28 22:05:04.104128"
"CD11021"|3|"2006-09-13 06:16:32.528701"
"VQ06001"|1|"2011-01-30 20:30:31.792727"
"GG14111"|3|"2007-10-13 15:42:38.610544"
"AG10067"|2|"2007-07-25 09:06:20.2052"
"GM12132"|2|"2013-08-15 02:26:32.421209"
"CD10035"|3|"2011-07-15 02:08:27.151524"
"RP09022"|3|"2009-12-25 18:51:48.537313"
"RS12060"|2|"2012-01-27 13:11:07.936353"
"HG05049"|1|"2006-10-18 00:59:00.032394"
"ML09045"|3|"2013-03-30 22:22:22.904256"
"OL04008"|3|"2013-09-25 08:36:41.308747"
"MM06175"|3|"2008-01-02 21:34:42.156023"
"GS08008"|3|"2010-01-23 16:17:34.098461"
"MM07165"|3|"2007-08-31 00:16:12.669924"
"SR05018"|2|"2007-05-25 16:36:02.29361"
"RU89001"|1|"2011-11-04 03:40:58.061861"
"MO12020"|3|"2014-01-09 05:19:32.131891"
"RC01049"|2|"2010-01-11 07:57:41.842887"
"GO08007"|1|"2008-08-14 02:42:57.519118"
"GR05064"|1|"2009-12-16 15:58:30.207276"
"AL00003"|3|"2011-11-23 18:48:50.555301"
"VO12017"|3|"2011-09-28 13:05:40.301329"
"OG05010"|1|"2010-03-24 22:53:49.175384"
"RA94039"|3|"2013-10-05 01:53:38.043915"
"DR07018"|1|"2013-12-08 00:30:27.194649"
"CR00031"|3|"2009-11-26 18:07:49.301833"
"HE13003"|3|"2007-01-16 03:15:52.499118"
"VR08030"|2|"2008-01-10 08:15:41.900919"
"ZC11002"|3|"2008-03-05 16:38:47.451434"
"VM06043"|2|"2010-04-05 15:29:42.393058"
"MO06012"|3|"2009-09-04 06:37:34.767305"
"AG07055"|1|"2011-06-17 08:28:17.998022"
"HS98016"|2|"2010-08-26 13:05:44.468184"
"AR03058"|1|"2009-01-15 17:21:23.367706"
"SC99026"|1|"2013-08-31 09:38:08.648037"
"GM04014"|3|"2006-06-30 20:39:27.409593"
"MG08100"|2|"2011-01-04 06:39:44.662604"
"RM06053"|2|"2011-04-18 08:48:20.902333"
"AZ08012"|3|"2013-02-11 20:38:11.758581"
"SG07009"|1|"2006-09-15 05:59:20.605129"
"FM07022"|2|"2011-12-30 19:53:35.87438"
"RL05037"|2|"2011-02-04 06:06:31.611271"
"MQ08003"|2|"2007-08-01 02:25:33.263107"
"RM09005"|1|"2006-03-12 10:50:22.31807"
"LH94001"|2|"2010-08-20 04:58:06.872273"
"CG06039"|3|"2008-04-05 19:39:46.297025"
"CP14059"|3|"2011-10-20 15:02:54.247282"
"EA05016"|3|"2007-07-15 12:52:06.379284"
"RA03044"|3|"2009-05-10 15:41:36.395039"
"CL10073"|2|"2013-12-31 10:08:58.945692"
"SS11019"|3|"2009-10-09 05:31:22.211158"
"BC08019"|3|"2013-06-20 08:53:06.731085"
"TD06002"|2|"2011-08-18 15:47:13.900377"
"HP09009"|1|"2011-07-11 15:08:35.659381"
"GG12104"|3|"2013-09-05 11:40:12.385863"
"SA11015"|2|"2013-01-11 04:45:49.004743"
"LJ05002"|3|"2006-09-30 04:32:34.728239"
"SE08001"|2|"2009-09-07 21:26:05.125247"
"BB07034"|2|"2012-05-29 05:08:21.587067"
"MG15046"|2|"2006-09-11 20:17:05.39535"
"MV09039"|2|"2011-01-11 20:29:13.191198"
"CM09047"|3|"2010-10-17 15:12:11.866201"
"MZ06010"|2|"2013-07-23 04:04:12.962636"
"CM05144"|3|"2013-11-24 01:22:09.599661"
"GC02046"|2|"2010-04-19 04:28:56.564714"
"SG02016"|1|"2011-12-16 06:43:49.788817"
"RG08015"|2|"2009-11-18 20:01:03.853761"
"AR99042"|2|"2011-07-30 09:21:57.074077"
"SM05049"|3|"2009-08-20 23:00:09.551561"
"LC05009"|2|"2013-03-29 08:46:22.600578"
"HL10007"|2|"2007-08-26 06:00:20.714647"
"PA08032"|3|"2006-05-02 02:17:18.709169"
"LL08029"|3|"2008-11-21 17:54:45.544853"
"AF05017"|2|"2006-10-18 07:39:35.956653"
"MM10178"|2|"2013-04-23 01:02:10.480691"
"MM12255"|3|"2008-08-09 07:23:04.9421"
"MO00011"|1|"2009-06-28 05:59:09.690707"
"BQ98003"|1|"2013-02-09 16:59:39.824722"
"CP00008"|3|"2006-08-06 15:59:48.740509"
"VL09011"|3|"2008-10-13 08:50:40.095302"
"FL09005"|2|"2013-06-09 21:37:33.188439"
"HM01029"|1|"2012-01-04 18:27:40.578668"
"LL09080"|3|"2009-08-26 22:46:55.857904"
"RC06008"|3|"2011-01-12 12:34:45.59531"
"MD11038"|2|"2011-07-27 17:01:01.842882"
"GH06046"|1|"2009-10-31 21:46:19.621599"
"MC12075"|3|"2007-09-20 17:26:05.306953"
"MC11144"|2|"2009-01-01 18:09:59.399595"
"LL02032"|1|"2010-11-02 23:01:37.136008"
"VS91015"|3|"2013-10-30 04:04:09.758439"
"OM95002"|2|"2007-06-27 22:24:16.686547"
"LM13069"|2|"2011-10-08 20:30:15.461906"
"GR04087"|2|"2011-03-20 15:21:49.23445"
"BC12030"|2|"2012-01-15 10:56:55.346693"
"SR10008"|2|"2010-02-09 04:27:02.465162"
"TP09012"|2|"2007-04-18 14:45:20.620306"
"MA07025"|1|"2012-08-13 21:32:03.761023"
"CA11095"|2|"2006-12-30 03:43:02.982623"
"FF06022"|1|"2010-04-28 10:25:18.02334"
"RR07089"|2|"2007-02-01 14:00:55.406009"
"CP13066"|3|"2008-05-28 12:42:54.730653"
"MS07014"|2|"2006-12-09 04:02:57.500305"
"SC11040"|2|"2010-09-03 02:02:57.453494"
"FA09031"|3|"2009-04-01 01:11:58.081695"
"HV06009"|3|"2013-12-26 15:35:43.13693"
"BM00036"|1|"2007-10-16 09:01:21.717236"
"AV14047"|1|"2013-12-09 02:59:07.851104"
"HS09010"|1|"2011-12-19 16:05:20.949218"
"ML10013"|2|"2013-04-23 03:15:46.867798"
"MZ08009"|2|"2012-10-18 15:20:31.001169"
"ML88002"|2|"2008-11-09 04:56:32.922092"
"RA07059"|1|"2012-03-15 00:21:22.332892"
"MM04103"|3|"2009-06-18 06:11:36.096113"
"VM09023"|1|"2007-11-30 03:04:20.045653"
"CV03007"|2|"2008-04-23 21:26:34.741193"
"AM01062"|3|"2011-05-14 07:27:38.708102"
"AN02009"|1|"2008-01-10 10:53:31.318956"
"RP00006"|2|"2010-10-31 21:24:03.211132"
"EC09002"|1|"2012-10-11 00:27:58.664763"
"CM14055"|3|"2009-05-01 11:56:47.152866"
"HH07007"|3|"2009-06-15 20:52:51.326811"
"PL08006"|1|"2006-08-19 09:15:43.655329"
"HZ06001"|2|"2009-05-03 07:11:48.366724"
"PA08035"|2|"2007-04-08 04:16:03.346046"
"RP13062"|1|"2013-09-09 03:33:34.32237"
"NO07001"|2|"2007-09-11 03:54:11.661786"
"PQ10005"|2|"2011-01-18 15:17:39.527121"
"MM07164"|1|"2012-08-10 19:02:24.200663"
"ZH09004"|2|"2007-06-12 12:09:16.294827"
"PS06004"|3|"2008-01-25 00:59:34.377726"
"EA10003"|1|"2012-09-23 17:26:50.856163"
"EM08021"|3|"2009-09-16 10:41:39.061534"
"ML06006"|2|"2012-05-18 07:11:37.047406"
"GP07034"|3|"2010-09-29 14:00:24.014636"
"MR08085"|2|"2013-09-21 09:59:26.297782"
"FZ04003"|2|"2008-10-22 03:44:27.733492"
"ST04003"|2|"2006-03-28 23:57:20.871808"
"PP86081"|1|"2006-05-15 01:40:17.866518"
"FH05011"|1|"2006-02-17 20:16:36.50116"
"MV98026"|1|"2009-12-06 07:32:35.026813"
"MZ08009"|3|"2012-12-16 20:20:27.407739"
"AA08034"|3|"2008-02-12 14:33:27.717086"
"BS04006"|3|"2011-02-17 23:09:57.920042"
"LL02053"|3|"2012-12-24 17:28:04.503674"
"MC04016"|1|"2012-07-28 05:47:03.957894"
"CD01012"|1|"2013-01-22 12:12:47.01085"
"JF07003"|1|"2012-01-27 10:20:02.654712"
"BN08003"|2|"2013-10-21 18:01:14.470005"
"JG08007"|2|"2006-08-25 15:06:48.096667"
"MH10051"|3|"2010-06-10 06:45:46.104561"
"MC94015"|1|"2008-08-16 02:47:15.096069"
"SM07050"|2|"2006-10-05 22:48:48.052663"
"AA02086"|1|"2011-09-02 05:48:08.289645"
"PC04048"|3|"2008-06-19 21:17:42.093431"
"TL13018"|1|"2011-06-26 02:59:36.15892"
"CB07025"|3|"2010-08-08 08:18:47.437195"
"ER08011"|3|"2013-06-06 23:03:40.414063"
"EU08003"|3|"2007-04-03 12:08:50.939727"
"MA98069"|3|"2012-12-21 14:07:10.313933"
"RN06005"|2|"2012-07-19 20:35:43.915854"
"MM03050"|1|"2007-07-18 00:00:14.036194"
"LL01003"|3|"2009-06-03 01:58:33.97169"
"BT06003"|1|"2009-01-09 10:43:40.049552"
"SA00024"|1|"2007-03-08 09:13:34.981249"
"AA06073"|1|"2007-08-29 16:40:23.448496"
"MA97028"|3|"2007-08-17 11:58:34.796972"
"CA10062"|1|"2009-07-23 11:50:53.608103"
"RA05031"|1|"2012-01-01 11:18:55.551401"
"AB01015"|1|"2009-03-28 23:19:21.058891"
"ZC11002"|3|"2008-05-17 06:36:02.714549"
"RC03071"|1|"2009-12-21 23:39:16.815393"
"ZA03014"|2|"2006-05-30 21:21:26.780498"
"LC09016"|1|"2009-12-02 05:25:05.800298"
"MC06014"|2|"2012-06-11 06:51:57.788896"
"RG04022"|2|"2009-11-02 13:09:34.425115"
"CA12079"|2|"2008-11-22 15:23:50.976363"
"MC10169"|1|"2010-07-02 19:05:30.231666"
"MC06067"|2|"2007-01-08 13:06:02.998145"
"PB98019"|1|"2007-02-04 03:27:38.748157"
"VS99016"|3|"2009-08-19 16:36:16.900333"
"GO08006"|2|"2013-10-16 03:41:34.43699"
"GF00011"|2|"2010-09-13 05:48:04.784832"
"CV07008"|3|"2006-04-21 04:45:49.051481"
"VC09022"|3|"2009-02-26 01:23:41.836095"
"GD01012"|3|"2010-12-12 19:12:53.095696"
"LI08003"|3|"2012-07-22 08:05:12.40477"
"YC96002"|2|"2011-01-01 22:12:17.216949"
"RM08018"|3|"2012-07-02 01:05:38.396317"
"ML07009"|1|"2008-01-01 09:11:32.190781"
"MH06008"|1|"2009-08-08 14:50:19.055089"
"GG14111"|3|"2007-03-09 07:55:16.459857"
"CM09063"|2|"2007-05-09 08:45:37.632743"
"VL11023"|2|"2009-06-10 02:02:44.532223"
"VC97002"|2|"2013-01-19 12:29:10.154018"
"AC07051"|3|"2012-01-17 20:15:51.127357"
"VC06003"|1|"2010-06-05 20:02:47.608244"
"RM08071"|3|"2010-12-24 11:03:48.764494"
"AP10046"|2|"2009-05-11 13:22:50.684857"
"RG96010"|1|"2012-06-21 14:47:23.09221"
"MF08006"|3|"2008-02-04 18:59:01.697681"
"MC12116"|2|"2006-07-18 16:41:02.665906"
"MT08006"|2|"2010-09-08 05:46:14.541981"
"CR14056"|2|"2013-03-21 06:28:16.275209"
"MH10041"|1|"2012-12-16 21:04:49.813978"
"LR09019"|1|"2008-10-24 14:49:32.297259"
"FM02016"|1|"2006-09-25 13:31:01.811617"
"EA07015"|1|"2008-02-11 12:58:04.337817"
"PH06019"|1|"2013-05-22 18:16:39.665221"
"LR04039"|1|"2013-12-04 02:18:53.891205"
"AV10012"|1|"2009-04-20 10:27:10.607212"
"MA05053"|3|"2006-04-17 05:19:54.155884"
"GC07050"|2|"2006-02-16 06:19:12.671207"
"SS04034"|3|"2007-08-04 07:11:34.615256"
"OZ97001"|2|"2007-12-23 23:06:03.914729"
"RM06053"|3|"2011-02-19 01:24:22.853267"
"VL09013"|3|"2013-08-23 06:55:17.311937"
"HR12029"|3|"2007-05-13 19:53:50.073897"
"TD10004"|2|"2008-06-02 10:54:00.906403"
"AS86001"|1|"2008-11-06 13:51:23.859663"
"AL08020"|1|"2009-06-23 16:07:57.522026"
"AM06081"|3|"2012-10-21 09:12:29.975403"
"MN14019"|3|"2006-07-27 17:40:46.838475"
"RA99045"|1|"2010-06-14 13:40:05.14937"
"RV04049"|2|"2007-01-14 00:22:56.88818"
"CM06017"|2|"2012-12-09 17:03:25.899429"
"OM08025"|3|"2012-06-27 00:44:22.472171"
"PP07013"|1|"2006-07-18 08:43:40.361828"
"BM12036"|2|"2007-11-02 00:53:38.22621"
"GD03025"|3|"2010-04-10 01:38:35.002146"
"LM07047"|1|"2006-11-06 11:40:06.225744"
"CS07038"|1|"2013-04-21 07:35:29.951972"
"ZG12009"|1|"2006-08-29 01:47:13.438946"
"FA97013"|3|"2012-02-18 02:34:37.75887"
"RA05057"|2|"2010-07-23 06:52:37.401"
"MG02064"|3|"2007-05-03 11:18:06.957103"
"ME13020"|3|"2009-09-17 05:56:07.07489"
"CL10073"|2|"2008-08-31 06:10:16.507794"
"MG95009"|2|"2010-08-10 09:38:38.180137"
"VV05051"|2|"2010-11-05 04:59:04.903551"
"GE03002"|2|"2007-06-21 14:11:35.692528"
"BP06001"|2|"2010-06-21 06:55:38.917218"
"GH02023"|2|"2007-12-30 09:43:23.617434"
"CC02082"|1|"2007-05-19 22:38:36.930717"
"MR12077"|1|"2011-10-26 11:33:00.007282"
"CP05078"|1|"2006-06-01 00:27:20.751585"
"EG06002"|3|"2012-11-06 19:56:50.125418"
"EG05010"|2|"2011-10-01 15:36:18.901321"
"FL09007"|3|"2006-07-14 12:03:13.495691"
"MM09011"|3|"2011-02-04 17:14:48.658135"
"LJ14006"|2|"2010-07-13 20:33:54.383487"
"FR01005"|2|"2011-08-08 16:37:00.648942"
"TG07011"|3|"2010-07-30 15:12:53.190029"
"AR10024"|3|"2012-11-03 18:49:18.734297"
"CM09151"|2|"2008-09-14 22:57:24.611951"
"RS05041"|1|"2007-01-10 23:01:51.359283"
"MV08032"|1|"2011-08-17 12:01:09.964333"
"RO98015"|3|"2009-08-26 09:16:55.464116"
"SG02016"|2|"2008-02-21 22:13:00.839921"
"VP07024"|1|"2007-03-16 04:34:00.623043"
"SS98044"|2|"2006-09-03 13:01:16.770045"
"HA09008"|2|"2008-06-29 19:09:18.382879"
"QP85003"|3|"2012-06-18 01:06:04.297675"
"TT09014"|1|"2008-05-31 12:49:44.524504"
"AB07037"|2|"2007-07-24 20:56:21.115728"
"MO01012"|1|"2007-11-09 02:37:50.329283"
"PC06028"|1|"2009-05-18 01:43:46.76876"
"SS83056"|1|"2013-10-17 01:11:53.316613"
"RM07115"|2|"2008-11-18 03:07:06.143735"
"CA02076"|2|"2008-04-12 21:12:50.689979"
"MG06055"|1|"2010-01-17 12:08:01.633384"
"JV07001"|3|"2010-01-21 15:22:31.997656"
"LE09005"|3|"2012-01-05 09:52:19.675235"
"EM93025"|1|"2011-12-28 22:15:51.336831"
"LV06004"|3|"2009-07-21 11:22:48.654348"
"RA03044"|1|"2006-08-02 05:43:22.322826"
"LL04008"|3|"2013-04-16 21:01:46.123621"
"HM96003"|1|"2013-11-05 03:26:59.199465"
"AM05092"|1|"2006-01-25 20:42:17.426692"
"GB10009"|3|"2013-03-30 10:57:15.857981"
"GM10029"|1|"2008-04-08 16:56:59.602967"
"PG07029"|1|"2008-05-11 08:24:52.623829"
"AP10014"|2|"2012-07-04 17:12:47.892666"
"OR00012"|2|"2011-01-04 08:12:39.339236"
"BC12031"|2|"2013-02-22 14:11:47.999647"
"RF05007"|2|"2006-10-15 21:05:43.206916"
"BC12030"|1|"2007-05-05 15:58:30.304939"
"LG04005"|3|"2006-10-26 05:21:48.459633"
"ZF04005"|1|"2008-07-16 08:13:02.832115"
"CC03144"|3|"2010-06-04 01:51:32.373363"
"MP03069"|2|"2011-07-13 09:50:28.034223"
"MR05103"|1|"2012-08-09 10:32:17.608139"
"BM12044"|2|"2007-09-30 23:13:24.329671"
"ZT14001"|2|"2007-04-28 16:07:26.588066"
"PB12012"|3|"2010-03-05 14:31:08.944476"
"CG10093"|3|"2011-01-14 02:59:32.695005"
"MA07069"|3|"2010-06-22 11:51:57.509812"
"PN08002"|2|"2011-02-23 06:07:49.627088"
"AE09005"|2|"2011-06-23 09:02:37.066559"
"ZV08004"|3|"2009-05-10 15:37:22.548052"
"GL99016"|3|"2013-05-28 18:47:23.543673"
"VR03015"|3|"2006-10-27 06:26:41.493184"
"MG10102"|3|"2006-09-10 03:01:51.553774"
"CS04033"|2|"2011-09-24 06:23:42.29761"
"EG05010"|3|"2013-03-23 15:51:19.92861"
"AB06018"|3|"2008-04-16 20:59:24.246416"
"VR07027"|2|"2010-08-22 11:34:40.879456"
"CD11021"|2|"2006-05-22 04:50:23.988848"
"MM02116"|1|"2008-08-04 00:40:40.532122"
"DA94004"|3|"2010-01-24 19:48:33.931576"
"ZA07012"|2|"2008-06-17 11:10:25.053735"
"GA13027"|3|"2006-03-05 18:18:49.870878"
"BQ98003"|2|"2008-07-18 20:26:21.044616"
"CP05033"|1|"2006-08-19 22:41:23.290745"
"MM09189"|1|"2013-11-27 22:20:45.536143"
"CL94012"|2|"2012-09-07 10:00:12.166397"
"BC04020"|3|"2006-08-26 16:35:33.192708"
"CL02038"|2|"2013-08-28 21:54:09.793125"
"HA09001"|3|"2012-06-12 15:17:33.431683"
"AL06025"|2|"2007-09-19 21:23:03.031786"
"JG12007"|2|"2009-06-15 19:21:57.775136"
"OM06019"|3|"2008-02-27 10:18:49.257353"
"PG09006"|3|"2010-10-10 18:21:15.799011"
"CC99012"|1|"2006-06-20 00:15:43.052244"
"AM99015"|3|"2008-09-11 15:19:48.575488"
"VH07009"|1|"2013-01-31 15:37:00.520736"
"BS05013"|1|"2008-05-31 14:27:51.619187"
"EE08004"|2|"2009-02-14 04:18:27.925007"
"GF07020"|2|"2009-10-24 04:36:01.853928"
"EP07001"|2|"2013-08-03 20:18:15.008495"
"MP07013"|3|"2007-08-01 07:08:39.105657"
"RG09063"|2|"2010-09-18 13:39:53.363103"
"GG00070"|3|"2013-11-21 21:02:09.098478"
"GC02046"|2|"2012-02-07 23:42:49.344707"
"BC04011"|3|"2013-11-21 01:47:58.187872"
"EL02003"|1|"2011-01-04 00:09:56.065734"
"RE13018"|2|"2011-07-26 02:12:33.809199"
"PB12012"|3|"2006-03-31 10:15:59.327251"
"MM07158"|1|"2008-01-25 10:25:47.702814"
"MT08006"|1|"2012-07-04 15:26:12.166873"
"EB11008"|3|"2010-06-24 08:26:18.9111"
"RA10053"|3|"2011-06-10 06:37:42.957339"
"GR05064"|1|"2013-04-27 01:58:24.019608"
"CR05022"|1|"2006-06-19 19:00:43.458783"
"SV07012"|1|"2012-07-13 17:55:08.797463"
"QQ04003"|1|"2011-01-14 21:25:29.843673"
"VJ05004"|2|"2012-04-09 05:06:55.600787"
"GM06103"|2|"2011-09-20 08:46:15.467106"
"HE07003"|3|"2009-05-12 21:32:50.830626"
"FA11038"|1|"2012-07-16 16:35:57.777812"
"VM06041"|1|"2012-04-16 09:30:09.281445"
"FP09003"|1|"2012-10-12 14:28:50.656274"
"VA12017"|1|"2010-05-06 22:45:34.026051"
"TH11006"|1|"2006-10-19 02:07:05.647601"
"SO13008"|3|"2013-05-04 23:33:05.759687"
"CL10051"|1|"2010-03-26 19:25:20.603447"
"AH13065"|1|"2009-02-01 15:57:46.188197"
"FA09001"|1|"2010-06-07 18:54:11.332495"
"SM09061"|2|"2007-05-20 00:14:13.029199"
"SM99036"|1|"2007-04-28 16:46:16.310667"
"SV06008"|1|"2007-05-29 15:04:52.422011"
"PR05004"|3|"2009-08-17 13:31:16.296777"
"HH07024"|3|"2012-07-29 01:39:14.92284"
"HC96016"|3|"2007-10-28 04:01:30.215171"
"HH03007"|3|"2009-02-07 22:06:11.437323"
"ZM08023"|3|"2009-02-21 23:49:23.791438"
"VM09023"|3|"2013-07-18 19:19:43.587659"
"QQ04003"|3|"2007-05-01 01:04:22.294112"
"SR05018"|1|"2008-04-13 12:59:22.48121"
"DO07001"|1|"2012-09-01 00:01:31.877785"
"PL03007"|3|"2007-04-25 11:48:27.420078"
"MS04007"|2|"2013-07-07 07:41:36.418468"
"AR10074"|3|"2008-01-01 19:31:53.867021"
"CV10040"|3|"2006-04-05 16:13:26.422636"
"RG09079"|2|"2011-06-14 23:04:39.084841"
"RM09092"|3|"2011-07-18 08:17:28.684016"
"CB09046"|1|"2011-09-17 23:29:58.882591"
"RR08028"|2|"2007-08-14 16:00:06.184396"
"CL08050"|3|"2008-07-14 10:13:36.845546"
"MS93051"|1|"2010-01-19 04:12:34.578573"
"LA90024"|2|"2007-12-27 11:18:12.359803"
"HG15052"|1|"2013-03-23 06:15:24.407157"
"GD09013"|3|"2009-09-07 06:31:34.351677"
"FS05010"|3|"2011-07-28 02:43:14.913408"
"ST07002"|3|"2013-06-30 02:02:00.957836"
"AH11014"|1|"2010-03-22 14:01:05.324909"
"AA04151"|3|"2007-09-28 11:29:24.186196"
"CN99004"|2|"2006-05-29 07:41:08.295573"
"CR09041"|3|"2009-05-27 17:35:25.915871"
"BM96005"|2|"2009-12-20 16:41:55.879558"
"AC07049"|1|"2012-12-11 13:24:36.825651"
"GR09019"|1|"2012-07-25 13:50:28.317588"
"EG05014"|2|"2010-05-09 07:30:34.227992"
"UE10001"|3|"2011-06-30 12:52:12.974098"
"BA13024"|2|"2011-09-15 15:58:30.955968"
"ZV08004"|1|"2007-08-17 21:35:22.212387"
"SE95004"|2|"2008-06-05 09:33:28.824402"
"RA08054"|1|"2008-11-30 22:47:46.210058"
"DP08007"|2|"2006-08-07 18:46:33.898766"
"GG07013"|3|"2013-03-15 05:24:56.006111"
"PC09074"|3|"2012-03-21 03:38:53.077455"
"MH08059"|2|"2007-11-03 11:44:17.880383"
"MC04041"|1|"2013-06-08 03:25:51.362296"
"GG04033"|2|"2011-10-20 16:17:58.362024"
"MA04013"|1|"2006-08-18 10:19:57.230568"
"AA10182"|1|"2010-11-09 14:31:39.723375"
"TM13011"|2|"2011-07-26 01:04:58.817366"
"PC09075"|1|"2008-03-27 09:23:38.844255"
"JU99001"|1|"2011-12-04 08:28:56.832385"
"LH05007"|3|"2012-11-30 02:15:02.742911"
"MV04001"|2|"2012-01-10 16:39:15.03495"
"FC08005"|1|"2008-05-13 07:43:39.734966"
"MM02102"|2|"2009-09-21 03:16:59.720171"
"LE83012"|2|"2011-12-09 05:19:29.25545"
"AJ09002"|3|"2012-01-14 00:05:51.4441"
"MA10106"|3|"2009-07-25 23:09:21.298286"
"AA08166"|2|"2008-05-19 20:54:22.123086"
"CS08005"|3|"2008-11-23 07:03:27.030189"
"GC07050"|2|"2007-11-19 11:09:08.00202"
"MM02192"|2|"2009-11-18 22:50:17.967523"
"ES02009"|2|"2009-02-05 03:23:18.450723"
"AF11002"|2|"2012-02-23 06:41:51.009823"
"DG05015"|3|"2008-05-20 12:40:09.283166"
"CO07016"|2|"2011-07-24 18:45:55.272905"
"CI12003"|1|"2009-06-18 11:53:14.562452"
"BH13006"|2|"2011-08-24 21:34:05.900433"
"SV13027"|1|"2014-01-07 10:01:51.487601"
"LC06018"|3|"2009-03-22 12:13:32.838278"
"HV10018"|1|"2006-12-24 14:05:24.902439"
"CS04043"|3|"2011-12-09 22:40:00.151483"
"BH13006"|3|"2011-01-01 15:45:01.841981"
"AM06084"|2|"2010-11-23 15:37:19.668691"
"EC11005"|3|"2008-05-28 15:43:54.508583"
"RB05002"|2|"2011-01-22 09:14:04.931828"
"OP15013"|2|"2010-10-29 19:39:42.803078"
"LF05001"|3|"2006-11-12 18:28:41.088402"
"RG96010"|1|"2012-04-01 14:15:07.075537"
"ML96044"|3|"2006-09-02 03:11:52.918644"
"PS06004"|2|"2012-03-14 04:12:51.591205"
"SR01013"|3|"2013-03-30 14:52:37.926977"
"LO03009"|2|"2006-03-17 14:08:18.901763"
"DR08002"|2|"2009-02-22 19:19:21.210422"
"AR05077"|1|"2008-06-19 01:04:42.510564"
"FD05003"|2|"2009-06-14 22:11:39.36802"
"RG13107"|3|"2007-08-10 10:06:16.436934"
"AG09006"|3|"2013-04-15 12:49:03.150297"
"LC08007"|3|"2007-12-21 17:19:47.371569"
"FS04005"|3|"2006-08-08 03:00:51.005081"
"BA12016"|1|"2009-04-22 11:47:20.327178"
"GA00042"|2|"2009-07-30 18:29:09.189621"
"SH11001"|1|"2008-04-06 04:37:47.855529"
"SD11002"|3|"2006-12-21 06:16:34.244473"
"DS12007"|3|"2006-06-03 05:07:58.976471"
"PG10062"|3|"2010-06-03 02:23:15.180778"
"MV98026"|3|"2009-09-11 15:59:49.935976"
"NL05009"|3|"2010-12-14 10:04:26.682508"
"LQ08004"|3|"2012-03-26 00:41:01.559032"
"RM97032"|1|"2006-02-11 21:04:55.355962"
"MF05044"|2|"2013-05-05 22:47:13.203291"
"RO09015"|2|"2011-12-30 00:42:41.996829"
"CB10008"|3|"2008-01-10 19:51:05.700487"
"LH07006"|1|"2011-05-18 07:23:34.429601"
"CF15008"|3|"2011-06-22 23:26:31.35374"
"GC05028"|3|"2008-04-01 11:28:04.206911"
"GC09040"|3|"2008-09-03 06:32:55.152866"
"LF07002"|2|"2012-02-21 16:49:35.263662"
"VB77008"|2|"2006-11-13 09:01:40.604316"
"GM08019"|1|"2009-05-09 06:20:07.79318"
"VP95005"|2|"2010-08-18 06:38:40.764623"
"EA05016"|1|"2011-11-15 15:53:37.826686"
"GP14019"|2|"2011-06-22 09:24:26.080538"
"MD14020"|2|"2008-05-19 00:13:58.684766"
"RD01011"|1|"2007-04-24 17:37:48.548535"
